,hot_cold_class,pos_neg_class,date,Degrees Celsius,Wind Gust (MPH),Precipitation,Wind Speed,Humidity,Weather,Visibility
27082,cold,Positive,2017-01-03,3,16,5,9,77,7,GO
27083,cold,Positive,2017-01-03,3,18,42,9,78,12,MO
27084,cold,Positive,2017-01-03,2,20,60,11,87,12,MO
27085,cold,Positive,2017-01-03,3,22,50,11,90,12,MO
27086,cold,Positive,2017-01-03,4,18,20,9,92,8,GO
27087,cold,Positive,2017-01-03,5,16,18,9,95,8,GO
27088,cold,Positive,2017-01-03,6,13,15,7,95,8,GO
27089,cold,Positive,2017-01-03,7,13,9,7,94,7,GO
27090,cold,Positive,2017-01-03,8,16,9,7,91,8,GO
27091,cold,Positive,2017-01-03,8,13,9,7,90,8,GO
27092,cold,Positive,2017-01-03,7,13,5,7,89,7,GO
27093,cold,Positive,2017-01-03,6,11,5,4,91,7,GO
27094,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
27095,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
27096,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
27097,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
27098,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
27099,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
27100,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
27101,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
27102,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
27103,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
27104,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
27105,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
27106,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
27107,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
27108,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
27109,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
27110,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
27111,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
27112,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
27113,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
27114,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
27115,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
27116,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
27117,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
27118,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
27119,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
27120,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
27121,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
27122,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
27123,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
27124,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
27125,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
27126,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
27127,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
27128,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
27129,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
27130,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
27131,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
27474,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
27475,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
27476,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
27477,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
27478,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
27479,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
27480,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
27481,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
27482,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
27483,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
27484,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
27485,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
27486,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
27487,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
27488,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
27489,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
27490,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
27491,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
27492,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
27493,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
27494,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
27495,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
27496,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
27497,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
27498,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
27499,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
27500,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
27501,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
27502,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
27503,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
27504,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
27505,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
27506,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
27507,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
27508,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
27509,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
27510,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
27511,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
28766,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
28767,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
28768,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
28769,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
28770,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
28771,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
28772,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
28773,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
28774,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
28775,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
28776,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
28777,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
28778,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
28779,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
28780,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
28781,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
28782,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
28783,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
28784,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
28785,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
28786,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
28787,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
28788,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
28789,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
28790,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
28791,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
28792,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
28793,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
28794,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
28795,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
28796,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
28797,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
28798,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
28799,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
28800,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
28801,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
28802,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
28803,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
29868,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
29869,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
29870,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
29871,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
29872,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
29873,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
29874,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
29875,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
29876,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
29877,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
29878,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
29879,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
29880,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
29881,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
29882,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
29883,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
29884,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
29885,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
29886,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
29887,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
29888,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
29889,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
29890,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
29891,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
29892,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
29893,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
29894,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
29895,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
29896,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
29897,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
29898,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
29899,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
29900,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
29901,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
29902,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
29903,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
29904,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
29905,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
30438,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
30439,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
30440,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
30441,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
30442,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
30443,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
30444,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
30445,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
30446,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
30447,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
30448,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
30449,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
30450,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
30451,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
30452,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
30453,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
30454,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
30455,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
30456,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
30457,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
30458,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
30459,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
30460,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
30461,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
30462,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
30463,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
30464,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
30465,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
30466,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
30467,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
30468,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
30469,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
30470,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
30471,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
30472,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
30473,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
30474,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
30475,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
30552,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
30553,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
30554,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
30555,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
30556,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
30557,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
30558,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
30559,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
30560,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
30561,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
30562,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
30563,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
30564,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
30565,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
30566,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
30567,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
30568,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
30569,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
30570,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
30571,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
30572,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
30573,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
30574,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
30575,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
30576,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
30577,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
30578,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
30579,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
30580,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
30581,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
30582,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
30583,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
30584,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
30585,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
30586,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
30587,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
30588,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
30589,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
30666,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
30667,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
30668,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
30669,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
30670,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
30671,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
30672,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
30673,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
30674,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
30675,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
30676,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
30677,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
30678,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
30679,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
30680,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
30681,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
30682,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
30683,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
30684,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
30685,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
30686,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
30687,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
30688,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
30689,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
30690,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
30691,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
30692,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
30693,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
30694,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
30695,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
30696,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
30697,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
30698,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
30699,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
30700,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
30701,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
30702,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
30703,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
31008,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
31009,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
31010,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
31011,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
31012,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
31013,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
31014,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
31015,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
31016,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
31017,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
31018,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
31019,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
31020,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
31021,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
31022,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
31023,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
31024,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
31025,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
31026,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
31027,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
31028,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
31029,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
31030,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
31031,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
31032,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
31033,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
31034,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
31035,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
31036,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
31037,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
31038,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
31039,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
31040,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
31041,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
31042,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
31043,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
31044,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
31045,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
31426,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
31427,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
31428,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
31429,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
31430,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
31431,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
31432,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
31433,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
31434,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
31435,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
31436,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
31437,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
31438,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
31439,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
31440,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
31441,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
31442,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
31443,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
31444,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
31445,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
31446,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
31447,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
31448,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
31449,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
31450,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
31451,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
31452,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
31453,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
31454,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
31455,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
31456,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
31457,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
31458,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
31459,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
31460,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
31461,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
31462,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
31463,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
31692,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
31693,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
31694,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
31695,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
31696,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
31697,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
31698,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
31699,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
31700,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
31701,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
31702,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
31703,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
31704,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
31705,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
31706,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
31707,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
31708,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
31709,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
31710,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
31711,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
31712,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
31713,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
31714,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
31715,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
31716,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
31717,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
31718,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
31719,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
31720,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
31721,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
31722,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
31723,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
31724,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
31725,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
31726,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
31727,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
31728,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
31729,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
31958,cold,Positive,2017-01-03,-5,18,1,7,93,0,MO
31959,cold,Positive,2017-01-03,-4,18,1,7,92,1,MO
31960,cold,Positive,2017-01-03,0,18,1,9,79,3,MO
31961,cold,Positive,2017-01-03,2,20,9,9,75,8,GO
31962,cold,Positive,2017-01-03,1,20,10,9,80,8,GO
31963,cold,Positive,2017-01-03,1,22,11,11,81,8,VG
31964,cold,Positive,2017-01-03,2,20,10,9,82,8,VG
31965,cold,Positive,2017-01-03,2,20,8,9,82,8,VG
31966,cold,Positive,2017-01-03,3,22,9,11,83,7,VG
31967,cold,Positive,2017-01-03,4,20,20,9,85,8,GO
31968,cold,Positive,2017-01-03,4,18,13,9,68,7,VG
31969,cold,Positive,2017-01-03,3,18,0,9,59,1,VG
31970,cold,Positive,2017-01-03,1,16,0,7,68,0,GO
31971,cold,Positive,2017-01-03,-1,16,0,7,74,0,VG
31972,cold,Positive,2017-01-03,-1,16,0,7,78,0,VG
31973,cold,Positive,2017-01-03,-2,11,0,4,83,0,GO
31974,cold,Positive,2017-01-03,-2,7,0,4,85,0,GO
31975,cold,Positive,2017-01-03,-2,4,0,2,88,1,GO
31976,cold,Positive,2017-01-03,1,4,0,2,80,1,GO
31977,cold,Positive,2017-01-03,2,4,0,2,81,1,GO
31978,cold,Positive,2017-01-03,-1,4,1,2,89,2,GO
31979,cold,Positive,2017-01-03,-2,7,4,4,92,7,GO
31980,cold,Positive,2017-01-03,-1,7,6,4,92,7,MO
31981,cold,Positive,2017-01-03,-2,9,6,4,89,7,GO
31982,cold,Positive,2017-01-03,-1,11,4,7,85,2,GO
31983,cold,Positive,2017-01-03,-1,13,5,7,85,7,GO
31984,cold,Positive,2017-01-03,3,16,5,9,77,7,GO
31985,cold,Positive,2017-01-03,3,18,42,9,78,12,MO
31986,cold,Positive,2017-01-03,2,20,60,11,87,12,MO
31987,cold,Positive,2017-01-03,3,22,50,11,90,12,MO
31988,cold,Positive,2017-01-03,4,18,20,9,92,8,GO
31989,cold,Positive,2017-01-03,5,16,18,9,95,8,GO
31990,cold,Positive,2017-01-03,6,13,15,7,95,8,GO
31991,cold,Positive,2017-01-03,7,13,9,7,94,7,GO
31992,cold,Positive,2017-01-03,8,16,9,7,91,8,GO
31993,cold,Positive,2017-01-03,8,13,9,7,90,8,GO
31994,cold,Positive,2017-01-03,7,13,5,7,89,7,GO
31995,cold,Positive,2017-01-03,6,11,5,4,91,7,GO
